АВТОМОБИЛЬ	ССЫЛКА_НА_ФОТО	СТАТУС	ИСТОЧНИК
Bentley Bentayga	https://commons.wikimedia.org/wiki/Special:FilePath/Bentley%20Bentayga%20EWB%20Auto%20Zuerich%202023%201X7A1234.jpg	WIKIDATA	https://www.wikidata.org/entity/Q19606707
Aston Martin DB4	https://commons.wikimedia.org/wiki/Special:FilePath/Aston%20Martin%20DB%204%2C%20Bj.%201960%20%282008-06-28%29.JPG	WIKIDATA	https://www.wikidata.org/entity/Q290857
Lotus 2-Eleven	https://commons.wikimedia.org/wiki/Special:FilePath/Lotus%202-Eleven%20Zolder.jpg	WIKIDATA	https://www.wikidata.org/entity/Q644770
Ferrari 225 S	https://commons.wikimedia.org/wiki/Special:FilePath/Ferrari%20225%201.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1407622
Pagani Zonda R	https://commons.wikimedia.org/wiki/Special:FilePath/Pagani%20Zonda%201.jpg	WIKIDATA	https://www.wikidata.org/entity/Q691986
Porsche 904	https://commons.wikimedia.org/wiki/Special:FilePath/Porsche%20904%20Carrera%20GTS%20in%20the%20Porsche-Museum%20%282009%29%20IMG%207409.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1475188
Lamborghini Egoista	https://commons.wikimedia.org/wiki/Special:FilePath/Lamborghini%20Egoista%20front%20mod.jpg	WIKIDATA	https://www.wikidata.org/entity/Q13417880
Bentley Brooklands Coupé	https://commons.wikimedia.org/wiki/Special:FilePath/2008%20Bentley%20Brooklands%20Coupe%20NY.jpg	WIKIDATA	https://www.wikidata.org/entity/Q3638331
Škoda Citigo	https://commons.wikimedia.org/wiki/Special:FilePath/%C5%A0koda%20Citigo-e%20iV%201X7A7291.jpg	WIKIDATA	https://www.wikidata.org/entity/Q391963
Škoda Fabia I	https://commons.wikimedia.org/wiki/Special:FilePath/%C5%A0koda%20Fabia%20Yellow.jpg	WIKIDATA	https://www.wikidata.org/entity/Q391966
Bentley Continental	https://commons.wikimedia.org/wiki/Special:FilePath/Bentley%20Continental%20GT%20%28II%29%20%E2%80%93%20Frontansicht%20%283%29%2C%2030.%20August%202011%2C%20D%C3%BCsseldorf.jpg	WIKIDATA	https://www.wikidata.org/entity/Q818287
Rolls-Royce Ghost	https://commons.wikimedia.org/wiki/Special:FilePath/2025%20Rolls-Royce%20Ghost.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1510648
Porsche 907	https://commons.wikimedia.org/wiki/Special:FilePath/Porsche%20907%20TCE.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1888233
Ferrari 250 GT 2+2	https://commons.wikimedia.org/wiki/Special:FilePath/1962%20Ferrari%20250%20GTE.jpg	WIKIDATA	https://www.wikidata.org/entity/Q2402655
Lamborghini Espada 400 GTE	https://commons.wikimedia.org/wiki/Special:FilePath/EspadaS2%208368%201971.jpg	WIKIDATA	https://www.wikidata.org/entity/Q11752691
Bentley Continental Flying Spur	https://commons.wikimedia.org/wiki/Special:FilePath/Bentley%20Continental%20Flying%20Spur%20Speed%20%E2%80%93%20Frontansicht%20%282%29%2C%205.%20April%202012%2C%20D%C3%BCsseldorf.jpg	WIKIDATA	https://www.wikidata.org/entity/Q818295
Rolls-Royce Phantom Coupé	https://commons.wikimedia.org/wiki/Special:FilePath/Rolls-Royce%20Phantom-Coup%C3%A9%20Front-view.JPG	WIKIDATA	https://www.wikidata.org/entity/Q2416119
Aston Martin DB6	https://commons.wikimedia.org/wiki/Special:FilePath/Aston%20Martin%20DB6%20Volante%20%2865405%29.jpg	WIKIDATA	https://www.wikidata.org/entity/Q749880
